,util_practice_desc,domaincat_desc,state_alpha,region_desc,source_desc,group_desc,asd_desc,CV (%),year,week_ending,county_code,commodity_desc,congr_district_code,reference_period_desc,state_fips_code,country_code,domain_desc,load_time,begin_code,Value,state_name,county_name,freq_desc,unit_desc,asd_code,class_desc,country_name,state_ansi,end_code,agg_level_desc,watershed_desc,county_ansi,short_desc,statisticcat_desc,sector_desc,prodn_practice_desc,watershed_code,location_desc,zip_5
472,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,2001,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"8,700",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
473,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,2000,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"9,000",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
474,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1999,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"10,700",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
475,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1998,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"10,900",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
476,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1997,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"10,500",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
477,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1996,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"10,600",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
478,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1995,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"11,300",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
479,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1994,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"11,600",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
480,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1993,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"10,200",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
481,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1992,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"13,300",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
482,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1991,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"13,500",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
483,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1990,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"14,100",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
484,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1989,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"14,000",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
485,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1988,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"14,500",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
486,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1987,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"10,100",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
487,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1986,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"10,900",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
488,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1985,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"13,500",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
489,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1984,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"18,500",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
490,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1983,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"14,800",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
491,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1982,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"21,500",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
492,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1981,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"27,700",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
493,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1980,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"26,700",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
494,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1979,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"26,000",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
495,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1978,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"27,200",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
496,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1977,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"25,700",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
497,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1976,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"25,500",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
498,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1975,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"25,900",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
499,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1974,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"26,850",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
500,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1973,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"25,350",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
501,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1972,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"22,100",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
502,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1971,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"22,050",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
503,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1970,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"23,100",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
504,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1969,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"25,400",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
505,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1968,,157,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"27,600",TEXAS,FORT BEND,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,157,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, FORT BEND",
506,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,2009,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"1,300",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
507,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,2004,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"1,000",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
508,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1999,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"1,600",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
509,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1998,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,100",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
510,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1997,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"1,300",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
511,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1996,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,400",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
512,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1995,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"4,000",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
513,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1994,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,800",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
514,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1993,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,700",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
515,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1992,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,900",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
516,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1991,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,600",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
517,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1990,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"4,200",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
518,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1989,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"4,500",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
519,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1988,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"4,800",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
520,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1987,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"4,000",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
521,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1986,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"4,100",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
522,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1985,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"4,900",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
523,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1984,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"5,700",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
524,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1983,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"6,600",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
525,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1982,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"8,600",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
526,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1981,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"11,200",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
527,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1980,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"10,600",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
528,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1979,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"11,000",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
529,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,UPPER COAST,,1978,,167,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"10,400",TEXAS,GALVESTON,ANNUAL,ACRES,90,ALL CLASSES,UNITED STATES,48,00,COUNTY,,167,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, UPPER COAST, GALVESTON",
